timestamp_start,timestamp_end,database,test_type,scale,simultaneity,threads,total_time,tps,qps,lat_min,lat_avg,lat_max,lat_95th
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00",vitess,delete_7,baixa,paralelo,50,0,15122,15122,14.75,198.82,691.27,337.94
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00",vitess,delete_8,baixa,paralelo,50,0,15240,15240,18.11,197.29,846.34,337.94
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00",vitess,delete_9,baixa,paralelo,50,0,15179,15179,20.14,198.01,718.36,337.94
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00",vitess,read_10,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00",vitess,read_1,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00",vitess,read_2,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00",vitess,read_3,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00",vitess,read_4,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00",vitess,read_5,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00",vitess,read_6,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00",vitess,read_7,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00",vitess,read_8,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00",vitess,read_9,baixa,paralelo,50,0,0,0,0,0,0,0
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_1,baixa,paralelo,50,0,601,12020,1814.17,5226.77,17495.84,8484.79
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_2,baixa,paralelo,50,0,587,11740,1439.53,5316.58,18826.18,8638.96
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_3,baixa,paralelo,50,0,569,11380,2116.03,5517.45,18041.24,9284.15
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_4,baixa,paralelo,50,0,537,10740,2565.19,5856.92,20435.96,10917.50
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_5,baixa,paralelo,50,0,567,11340,2222.59,5524.91,19250.78,9452.83
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_10,baixa,paralelo,50,0,13896,13896,18.58,216.40,728.30,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_1,baixa,paralelo,50,0,13756,13756,23.67,218.27,704.75,376.49
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_2,baixa,paralelo,50,0,13859,13859,20.22,216.90,711.72,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_3,baixa,paralelo,50,0,13912,13912,23.74,215.97,722.12,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_4,baixa,paralelo,50,0,13968,13968,9.61,215.12,723.46,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_5,baixa,paralelo,50,0,13916,13916,18.58,215.95,711.93,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_6,baixa,paralelo,50,0,13943,13943,22.59,215.66,688.15,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_7,baixa,paralelo,50,0,13906,13906,19.51,216.06,672.81,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_8,baixa,paralelo,50,0,13884,13884,23.20,216.49,731.16,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_9,baixa,paralelo,50,0,13920,13920,18.46,215.80,704.03,369.77
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00",vitess,read_10,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00",vitess,read_1,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00",vitess,read_2,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00",vitess,read_3,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00",vitess,read_4,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00",vitess,read_5,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00",vitess,read_6,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00",vitess,read_7,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00",vitess,read_8,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00",vitess,read_9,baixa,paralelo,50,0,0,0,0,0,0,0
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_1,baixa,paralelo,50,0,601,12020,1814.17,5226.77,17495.84,8484.79
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_2,baixa,paralelo,50,0,587,11740,1439.53,5316.58,18826.18,8638.96
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_3,baixa,paralelo,50,0,569,11380,2116.03,5517.45,18041.24,9284.15
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_4,baixa,paralelo,50,0,537,10740,2565.19,5856.92,20435.96,10917.50
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_5,baixa,paralelo,50,0,567,11340,2222.59,5524.91,19250.78,9452.83
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_10,baixa,paralelo,50,0,13896,13896,18.58,216.40,728.30,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_1,baixa,paralelo,50,0,13756,13756,23.67,218.27,704.75,376.49
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_2,baixa,paralelo,50,0,13859,13859,20.22,216.90,711.72,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_3,baixa,paralelo,50,0,13912,13912,23.74,215.97,722.12,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_4,baixa,paralelo,50,0,13968,13968,9.61,215.12,723.46,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_5,baixa,paralelo,50,0,13916,13916,18.58,215.95,711.93,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_6,baixa,paralelo,50,0,13943,13943,22.59,215.66,688.15,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_7,baixa,paralelo,50,0,13906,13906,19.51,216.06,672.81,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_8,baixa,paralelo,50,0,13884,13884,23.20,216.49,731.16,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_9,baixa,paralelo,50,0,13920,13920,18.46,215.80,704.03,369.77
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_10,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_1,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_2,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_3,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_4,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_5,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_6,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_7,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_8,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_9,baixa,paralelo,50,0,0,0,0,0,0,0
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_1,baixa,paralelo,50,0,601,12020,1814.17,5226.77,17495.84,8484.79
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_2,baixa,paralelo,50,0,587,11740,1439.53,5316.58,18826.18,8638.96
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_3,baixa,paralelo,50,0,569,11380,2116.03,5517.45,18041.24,9284.15
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_4,baixa,paralelo,50,0,537,10740,2565.19,5856.92,20435.96,10917.50
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_5,baixa,paralelo,50,0,567,11340,2222.59,5524.91,19250.78,9452.83
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_10,baixa,paralelo,50,0,13896,13896,18.58,216.40,728.30,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_1,baixa,paralelo,50,0,13756,13756,23.67,218.27,704.75,376.49
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_2,baixa,paralelo,50,0,13859,13859,20.22,216.90,711.72,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_3,baixa,paralelo,50,0,13912,13912,23.74,215.97,722.12,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_4,baixa,paralelo,50,0,13968,13968,9.61,215.12,723.46,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_5,baixa,paralelo,50,0,13916,13916,18.58,215.95,711.93,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_6,baixa,paralelo,50,0,13943,13943,22.59,215.66,688.15,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_7,baixa,paralelo,50,0,13906,13906,19.51,216.06,672.81,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_8,baixa,paralelo,50,0,13884,13884,23.20,216.49,731.16,369.77
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_9,baixa,paralelo,50,0,13920,13920,18.46,215.80,704.03,369.77
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00
2026-02-02T22:35:43-03:00
2026-02-02T22:39:53-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00
2026-02-02T22:35:53-03:00
2026-02-02T22:40:56-03:00",vitess,read_10,baixa,paralelo,10,0,640,10240,645.04,941.74,1519.77,1235.62
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00
2026-02-02T22:35:43-03:00
2026-02-02T22:39:53-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00
2026-02-02T22:35:53-03:00
2026-02-02T22:40:56-03:00",vitess,read_1,baixa,paralelo,10,0,639,10224,600.82,946.46,1515.98,1235.62
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00
2026-02-02T22:35:43-03:00
2026-02-02T22:39:53-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00
2026-02-02T22:35:53-03:00
2026-02-02T22:40:56-03:00",vitess,read_2,baixa,paralelo,10,0,640,10240,652.89,944.88,1590.57,1258.08
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00
2026-02-02T22:35:43-03:00
2026-02-02T22:39:53-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00
2026-02-02T22:35:53-03:00
2026-02-02T22:40:56-03:00",vitess,read_3,baixa,paralelo,10,0,642,10272,590.58,943.02,1504.73,1258.08
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00
2026-02-02T22:35:43-03:00
2026-02-02T22:39:53-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00
2026-02-02T22:35:53-03:00
2026-02-02T22:40:56-03:00",vitess,read_4,baixa,paralelo,10,0,640,10240,651.23,946.80,1584.96,1235.62
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00
2026-02-02T22:35:43-03:00
2026-02-02T22:39:53-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00
2026-02-02T22:35:53-03:00
2026-02-02T22:40:56-03:00",vitess,read_5,baixa,paralelo,10,0,644,10304,572.94,938.90,1602.80,1235.62
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00
2026-02-02T22:35:43-03:00
2026-02-02T22:39:53-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00
2026-02-02T22:35:53-03:00
2026-02-02T22:40:56-03:00",vitess,read_6,baixa,paralelo,10,0,645,10320,645.22,937.68,1604.45,1235.62
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00
2026-02-02T22:35:43-03:00
2026-02-02T22:39:53-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00
2026-02-02T22:35:53-03:00
2026-02-02T22:40:56-03:00",vitess,read_7,baixa,paralelo,10,0,640,10240,609.42,944.16,1445.60,1235.62
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00
2026-02-02T22:35:43-03:00
2026-02-02T22:39:53-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00
2026-02-02T22:35:53-03:00
2026-02-02T22:40:56-03:00",vitess,read_8,baixa,paralelo,10,0,637,10192,585.59,947.22,1672.55,1280.93
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00
2026-02-02T22:35:43-03:00
2026-02-02T22:39:53-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00
2026-02-02T22:35:53-03:00
2026-02-02T22:40:56-03:00",vitess,read_9,baixa,paralelo,10,0,639,10224,577.03,943.82,1532.63,1258.08
2025-12-18T22:34:35-03:00,2025-12-18T22:35:47-03:00,vitess,complex_1,baixa,paralelo,50,0,601,12020,1814.17,5226.77,17495.84,8484.79
